X	arrayTrain_postMeanCollapse	htp1.5_WU_update	commercial_4x44k_postMeanCollapse_WashU_v2	commercial_1x44k_postMeanCollapse_WashU	Agilent_244K	GC.4x44Kcustom	RNAseq.V1	RNAseq.V2	RNAseq.Freeze.20120907	mdns.ihc.306	mdns.PC1ihc.286	mdns.pam.242	mdns.1097.PC1.812	mdns.pam.424	mdns.1097.PC1ihc.444	mdns.pam.384
ACTR3B	-0.5155	1.833329153	-0.242846154	-0.187	-0.388494218	-0.401651205	2.150463	7.787369	7.741020626	7.80732472995334	7.80661110864742	7.92897782845635	7.71452398842969	7.80531916562145	7.81342708494992	7.90692123849086
ANLN	-2.479	-1.155718884	-2.51515	-0.927	-2.032012682	-1.534879954	3.161933	10.127989	10.08239391	9.86198204635152	9.84487232775129	9.64143728026689	9.55107518028828	9.46982932114556	9.83195176606039	9.73879836036867
BAG1	-0.1115	-1.497888263	-0.079864865	-0.1665	-0.03725825	0.184240057	3.661344	10.2573605	10.27323957	10.3868510282201	10.382566086274	10.4344877230788	10.5191646120758	10.5118838073268	10.458826498571	10.4853622659684
BCL2	0.622	2.487484419	1.07725	0.237	1.257524808	1.068783354	2.908344	10.1071375	9.894600585	9.64482704378164	9.6522619397578	9.95468333695791	10.2686001260309	10.1725687329557	9.75910039191318	9.96068869024503
BIRC5	-1.822	-0.283588588	-1.788589744	-0.2565	-1.088205268	-0.764309308	5.138799	8.823201	8.749377386	8.80558338613085	8.74033013152762	8.74847841339372	8.50181155086433	8.45484723895751	8.7996202435076	8.67774797868202
BLVRA	0.039	2.353384781	0.500923077	0.071	-0.022254452	-0.087042028	5.141719	10.1090385	10.02330221	10.0119657410868	9.95442341398432	9.91214836834575	10.2087740028506	9.91748134427715	10.0501732515682	9.87535373007278
CCNB1	-2.237	0.37935647	-1.922225	-1.2715	-2.186852472	-1.805555024	4.343276	10.07328	10.07544418	10.0746188143666	10.0956104507826	9.96866572262655	9.9568685849037	9.82579845211223	10.0803296489956	9.91108867530223
CCNE1	-1.0145	0.651351044	-1.159175	-0.445	-1.066005778	-1.313667734	1.080679	6.8246305	6.575216259	6.68605514091271	6.76298903089627	6.78946073079858	6.31488226243098	6.38272349436223	6.79916078869603	6.7863407281577
CDC20	-1.4325	-0.839824418	-2.337333333	-1.3615	-1.751721131	-1.42813064	4.01742	9.7024695	9.644891313	9.70034147478473	9.68130013226278	9.60174743838417	9.23411230655893	9.32318262862916	9.67252808464476	9.62851790910858
CDC6	-2.3195	0.71656509	-2.4434	-1.606	-2.057808926	-2.123025327	2.72016	9.004114	8.941387326	8.88182672469918	8.87006576283723	8.71069369783406	8.75249819899319	8.57983354230928	8.94240755385426	8.69812342494054
CDCA1	-2.038	1.638392758	-2.109948718	-1.417	-1.729310094	-1.683080975	2.853512	8.5259575	8.351492072	8.46460153659564	8.37415453674719	8.21486043609393	8.19954582918101	8.07491055470349	8.32542830851836	8.30064263903584
CDH3	0.632	1.366044601	0.1884861	0.532	0.296621134	1.531207949	3.537564	10.220934	10.06702348	10.2838025986796	9.92642064127934	10.4447767592621	9.79748058950522	10.2914204240441	9.97130627393647	10.4321813525252
CENPF	-1.879	-0.962983198	-2.009641026	-1.3315	-1.21260496	-0.768662742	3.398836	11.5313125	11.51559215	11.2997701342481	11.3140985908702	11.0726439695244	11.0085993867591	10.8724456681075	11.2645122634264	11.1002738547521
CEP55	-2.04	-0.371643412	-2.079578947	-0.964	-1.204119457	-1.431361457	3.125604	9.1442315	9.052467792	8.95797770018365	8.92555653022528	8.80670867512511	8.68345886691377	8.55100102594189	8.93217526493886	8.80019637417429
CXXC5	-0.0505	1.927138533	-0.368105263	-0.3395	0.583435937	0.481069885	3.787784	9.0423375	9.103994687	9.14156335547954	9.06222843885458	9.13047192826101	9.52118040180268	9.11497228748995	9.20233148821429	9.1555799775392
EGFR	-0.045	-0.40895264	-1.61425	-0.876	-0.829362046	-0.889644121	3.07768	8.394747	8.272603427	8.27522855627421	7.95025432893929	8.3366753483658	7.71978278019464	8.2786255373658	7.86177960501291	8.3123562993031
ERBB2	2.0265	3.373980383	2.213675	1.301	2.084875895	1.798398114	5.628712	12.383604	12.53649007	12.4424023139674	12.3706481712857	12.2145924492152	12.7110075249324	12.4786448030015	12.5976548893424	12.4252024488393
ESR1	1.1185	2.916796808	0.851794872	0.5205	1.407449286	1.884679352	4.103266	11.548663	10.54897166	9.86829693501426	10.5856056749587	10.813541408758	12.3456782527318	11.7842301997645	11.085246572697	10.9072225218788
EXO1	-2.0815	-0.436104334	-1.7515	-1.345	-1.953058342	-1.706254175	2.019916	8.3333095	8.237287651	8.21689150557547	8.14959233841125	8.00753480679775	7.9489693525072	7.72112516637179	8.22230070716679	7.89492328816827
FGFR4	-1.5571	-0.09021586	-1.17074359	-0.306	-1.008645285	-0.838117439	0.626443	6.9816875	6.923929399	7.23758315428639	6.94418101263246	6.65379710390876	7.02642573539263	6.89278014685027	7.01534807627483	6.92879692699644
FOXA1	1.7755	2.004403583	0.756825	1.38	2.892450211	3.098768018	5.764829	12.476216	12.39967935	12.1546443417039	12.3508742905141	11.2551512636713	12.5573249425686	11.9592270938967	12.3999460564019	11.7661181492167
FOXC1	-0.45	1.42887446	-0.884275	-0.329	-0.140602891	-0.257162476	1.569993	7.610427	7.423572709	7.77735359226354	7.45068808435617	8.64281047788939	7.33629919049134	8.22248259453414	7.51641646056337	8.64302504359528
GPR160	0.383	5.666021198	0.879894737	0.3855	0.721157304	0.205774456	3.565155	9.7241485	9.681816867	9.51599295686666	9.5741062661144	9.13938275098944	9.75090221619327	9.35911184557527	9.56229020364873	9.25644108882739
GRB7	0.772	0.37176255	0.727868421	0.205	0.785288784	0.754335128	3.175525	8.9493745	9.015404737	9.05687224295443	9.07468989533658	8.89449810480115	9.07326592273732	8.96152452467411	9.12322917523947	9.00832344037172
KIF2C	-1.831	-0.978650592	-2.0756	-1.2595	-1.432894099	-1.910089055	2.938161	9.417261	9.263520271	9.2199202982205	9.20639473333949	9.08965655583557	8.93997311679621	8.90061499735974	9.24801326720764	9.19191743426184
KNTC2	-2.0635	-0.475240357	-1.828	-1.718	-1.512434375	-1.950714547	2.541474	8.443132	8.339688581	8.32086946026392	8.30280613902398	8.20834495486723	8.03500853292298	8.00018095924209	8.32071322938938	8.27881309288501
KRT14	0.2785	1.238253748	-0.39615	-0.0455	0.007196464	0.476875938	3.924223	9.141061	9.092058084	9.37088298508261	8.80809269562713	10.0245821185828	9.64825740418949	10.1793172985232	9.21628339250779	10.1793172985232
KRT17	-0.459	0.246015736	-1.164825	-0.9995	-0.684369208	0.299103	5.043624	9.8528905	9.744508354	10.3011434837891	9.62413294001552	10.6786433525932	10.1040442998456	10.8881495571241	10.026633698547	10.995831008293
KRT5	-0.6805	2.234875966	-1.19165	-0.8565	-0.761021133	-0.370911092	4.586891	10.014502	9.79697365	10.1147621369308	9.65582635859649	10.7957816889167	10.2017508641311	11.1146727898605	9.89508611289061	11.1371710175247
MAPT	0	1.148998514	0.4418	0.104	0.403034349	0.224923312	2.22865	8.9984765	8.971144459	8.96611150065593	9.00129448110857	8.96797959112256	10.4168934101906	9.76847117706374	9.22065892322446	9.07725265350483
MDM2	0.2405	6.503630597	-0.272666667	-0.1375	-0.197899543	0.042182041	3.714894	10.8924155	10.89241744	10.7642836664331	10.7996482941216	10.7816720372229	10.8602604539642	10.7900633792423	10.7412493331509	10.7816720372229
MELK	-1.9175	-0.787196863	-1.9323	-1.3565	-1.847675214	-2.114271587	3.051069	8.936608	8.929375595	8.88199281756352	8.76057146984448	8.43691120816847	8.40743152909999	8.29733992649504	8.81016560537458	8.58508878506936
MIA	-0.715	1.991145772	-1.043333333	-0.6455	-0.680630754	-0.971360836	0.973974	4.870818	4.470588924	5.33758285764172	4.79201714028334	6.50983580169367	4.96086245071431	6.12488544802595	4.921602904126	6.66468004995524
MKI67	-1.6965	-0.757719431	-2.965948718	-0.733	-1.726379305	-1.421802782	3.223842	11.458783	11.30192354	11.2225586178396	11.1336904527789	10.975237210688	10.8714093439184	10.7278379197652	11.0474200946815	10.8550706266578
MLPH	0.8465	1.963068745	-0.066131579	0.101	0.984550248	1.165422546	4.913037	11.745854	11.84782705	11.7913731428357	11.7925824468438	10.8220249567128	12.3257075174799	11.821411674547	11.9163443100395	11.2873905550091
MMP11	3.289	6.967634333	2.892685714	2.0165	3.241462153	2.983911051	6.228427	12.273603	12.36925692	12.3517695444972	12.3517695444972	12.2767590635457	12.5191140822185	12.3365647580034	12.3890460608078	12.3205931395786
MYBL2	-1.9115	-1.981576466	-1.603775	-0.397	-1.61655395	-0.891372795	3.783066	10.267481	10.12309678	10.2273069582426	10.2273069582426	10.0122214729781	9.78062694336091	9.62354721125104	10.2155398388772	9.90725592623126
